,I_weight,H_weight,O_weight
17137,1.8,,
17138,3.43,,
17139,3.44,,
17140,0.35,,
17141,2.37,,
17142,2.37,,
17143,1.69,,
17144,0.67,,
17145,0.19,,
17146,3.81,,
17147,0.96,,
17148,2.68,,
17149,3.53,,
17150,3.19,,
17151,3.54,,
17152,0.57,,
17153,1.48,,
17154,2.08,,
17155,0.31,,
17156,1.85,,
17157,1.85,,
17158,0.1,,
17159,2.38,,
17160,0.0,,
17161,1.78,,
17162,0.36,,
17163,1.38,,
17164,0.65,,
17165,2.85,,
17166,2.2,,
17167,0.72,,
17168,1.73,,
17169,3.83,,
17170,0.4,,
17171,3.18,,
17172,2.9,,
17173,0.68,,
17174,1.41,,
17175,3.64,,
17176,3.14,,
17177,2.09,,
17178,3.64,,
17179,2.89,,
17180,2.75,,
17181,2.26,,
17182,1.73,,
17183,3.09,,
17184,2.01,,
17185,0.85,,
17186,1.49,,
17187,2.2,,
17188,0.33,,
17189,2.35,,
17190,1.25,,
17191,3.0,,
17192,2.76,,
17193,1.88,,
17194,2.82,,
17195,0.38,,
17196,2.22,,
17197,0.18,,
17198,0.2,,
17199,3.97,,
17200,1.36,,
17201,0.95,,
17202,2.14,,
17203,3.23,,
17204,2.42,,
17205,0.86,,
17206,2.19,,
17207,1.5,,
17208,3.77,,
17209,2.03,,
17210,2.33,,
17211,3.6,,
17212,3.21,,
17213,1.1,,
17214,3.85,,
17215,1.24,,
17216,0.21,,
17217,0.38,,
17218,2.06,,
17219,0.67,,
17220,3.02,,
17221,0.65,,
17222,0.22,,
17223,2.2,,
17224,2.46,,
17225,2.15,,
17226,2.5,,
17227,3.35,,
17228,0.91,,
17229,2.65,,
17230,0.62,,
17231,1.01,,
17232,1.11,,
17233,1.95,,
17234,1.12,,
17235,0.85,,
17236,0.53,,
17237,3.0,,
17238,2.1,,
17239,0.44,,
17240,1.69,,
17241,3.81,,
17242,1.44,,
17243,2.41,,
17244,0.79,,
17245,0.04,,
17246,0.51,,
17247,2.51,,
17248,0.05,,
17249,0.14,,
17250,0.83,,
17251,0.2,,
17252,3.75,,
17253,2.78,,
17254,0.88,,
17255,0.52,,
17256,2.87,,
17257,1.99,,
17258,3.4,,
17259,0.51,,
17260,3.5,,
17261,0.97,,
17262,2.87,,
17263,0.17,,
17264,3.11,,
17265,0.52,,
17266,0.37,,
17267,1.34,,
17268,0.19,,
17269,1.01,,
17270,0.79,,
17271,2.73,,
17272,3.3,,
17273,1.38,,
17274,3.17,,
17275,0.92,,
17276,3.31,,
17277,1.83,,
17278,1.42,,
17279,3.61,,
17280,0.38,,
17281,2.15,,
17282,0.53,,
17283,0.28,,
17284,0.09,,
17285,0.65,,
17286,2.39,,
17287,1.66,,
17288,3.53,,
17289,2.74,,
17290,2.97,,
17291,1.88,,
17292,1.51,,
17293,2.43,,
17294,3.44,,
17295,0.64,,
17296,3.0,,
17297,2.12,,
17298,0.48,,
17299,3.14,,
17300,1.05,,
17301,3.37,,
17302,2.97,,
17303,3.28,,
17304,0.27,,
17305,1.55,,
17306,0.65,,
17307,2.27,,
17308,3.21,,
17309,0.81,,
17310,0.47,,
17311,1.95,,
17312,2.0,,
17313,1.47,,
17314,2.23,,
17315,1.47,,
17316,3.36,,
17317,3.37,,
17318,3.63,,
17319,1.84,,
17320,3.01,,
17321,3.56,,
17322,1.53,,
17323,2.8,,
17324,3.72,,
17325,0.34,,
17326,2.05,,
17327,1.57,,
17328,1.45,,
17329,1.21,,
17330,1.15,,
17331,3.05,,
17332,1.02,,
17333,2.62,,
17334,1.76,,
17335,1.73,,
17336,3.92,,
17337,2.74,,
17338,2.42,,
17339,0.75,,
17340,0.9,,
17341,1.67,,
17342,0.03,,
17343,2.59,,
17344,1.51,,
17345,1.81,,
17346,0.52,,
17347,0.68,,
17348,0.54,,
17349,3.53,,
17350,0.47,,
17351,1.18,,
17352,0.59,,
17353,0.87,,
17354,1.64,,
17355,0.55,,
17356,3.31,,
17357,1.37,,
17358,2.62,,
17359,2.78,,
17360,1.07,,
17361,0.61,,
17362,2.72,,
17363,3.4,,
17364,2.54,,
17365,3.82,,
17366,2.14,,
17367,1.97,,
17368,3.95,,
17369,3.8,,
17370,2.47,,
17371,2.96,,
17372,3.72,,
17373,0.59,,
17374,0.96,,
17375,1.24,,
17376,3.28,,
17377,0.34,,
17378,2.4,,
17379,2.73,,
17380,1.05,,
17381,0.8,,
17382,1.36,,
17383,0.96,,
17384,0.54,,
17385,3.86,,
17386,3.96,,
17387,3.79,,
17388,3.9,,
17389,0.75,,
17390,1.46,,
17391,0.23,,
17392,2.13,,
17393,0.9,,
17394,1.04,,
17395,0.81,,
17396,3.26,,
17397,3.24,,
17398,0.96,,
17399,0.31,,
17400,3.34,,
17401,3.39,,
17402,2.12,,
17403,1.62,,
17404,1.5,,
17405,2.88,,
17406,1.48,,
17407,1.87,,
17408,2.91,,
17409,3.66,,
17410,2.25,,
17411,1.07,,
17412,1.32,,
17413,1.81,,
17414,2.35,,
17415,3.58,,
17416,3.19,,
17417,1.07,,
17418,3.09,,
17419,3.61,,
17420,2.54,,
17421,3.79,,
17422,1.44,,
17423,0.96,,
17424,1.48,,
17425,1.89,,
17426,3.43,,
17427,1.57,,
17428,3.72,,
17429,2.38,,
17430,2.01,,
17431,3.85,,
17432,0.25,,
17433,0.83,,
17434,1.12,,
17435,0.32,,
17436,1.37,,
17437,1.48,,
17438,2.14,,
17439,3.63,,
17440,2.29,,
17441,3.7,,
17442,3.75,,
17443,3.67,,
17444,1.23,,
17445,0.35,,
17446,1.37,,
17447,3.04,,
17448,2.38,,
17449,1.29,,
17450,3.76,,
17451,2.3,,
17452,1.59,,
17453,3.38,,
17454,0.73,,
17455,3.41,,
17456,0.96,,
17457,1.81,,
17458,3.92,,
17459,0.55,,
17460,1.47,,
17461,2.87,,
17462,3.95,,
17463,1.06,,
17464,1.54,,
17465,3.73,,
17466,1.14,,
17467,3.99,,
17468,3.81,,
17469,2.6,,
17470,2.33,,
17471,0.99,,
17472,3.59,,
17473,3.76,,
17474,3.27,,
17475,1.2,,
17476,1.27,,
17477,1.24,,
17478,2.87,,
17479,0.22,,
17480,2.27,,
17481,0.88,,
17482,3.08,,
17483,0.9,,
17484,3.84,,
17485,2.72,,
17486,0.07,,
17487,2.14,,
17488,2.75,,
17489,0.49,,
17490,3.76,,
17491,3.29,,
17492,3.68,,
17493,0.57,,
17494,0.48,,
17495,1.47,,
17496,2.2,,
17497,0.37,,
17498,3.73,,
17499,1.12,,
17500,0.63,,
17501,1.45,,
17502,3.88,,
17503,1.12,,
17504,3.59,,
17505,1.73,,
17506,3.62,,
17507,3.19,,
17508,1.04,,
17509,3.38,,
17510,2.6,,
17511,2.71,,
17512,0.19,,
17513,1.99,,
17514,2.57,,
17515,0.65,,
17516,2.59,,
17517,3.26,,
17518,0.1,,
17519,2.12,,
17520,3.19,,
17521,3.5,,
17522,3.28,,
17523,0.89,,
17524,1.78,,
17525,1.81,,
17526,2.31,,
17527,1.6,,
17528,1.3,,
17529,0.75,,
17530,1.87,,
17531,0.45,,
17532,3.64,,
17533,2.58,,
17534,0.19,,
17535,3.05,,
17536,2.8,,
17537,3.26,,
17538,3.25,,
17539,3.73,,
17540,0.25,,
17541,3.71,,
17542,1.47,,
17543,2.6,,
17544,2.63,,
17545,0.18,,
17546,0.1,,
17547,0.61,,
17548,3.43,,
17549,0.71,,
17550,0.51,,
17551,1.24,,
17552,1.28,,
17553,2.65,,
17554,3.78,,
17555,0.48,,
17556,0.11,,
17557,1.2,,
17558,3.87,,
17559,2.77,,
17560,0.49,,
17561,3.67,,
17562,3.05,,
17563,2.12,,
17564,2.51,,
17565,0.35,,
17566,3.97,,
17567,3.63,,
17568,0.79,,
17569,0.79,,
17570,2.49,,
17571,1.4,,
17572,0.62,,
17573,3.1,,
17574,0.7,,
17575,2.88,,
17576,2.4,,
17577,0.75,,
17578,2.91,,
17579,3.42,,
17580,3.14,,
17581,1.38,,
17582,2.88,,
17583,3.87,,
17584,1.41,,
17585,3.57,,
17586,2.64,,
17587,0.85,,
17588,0.94,,
17589,0.68,,
17590,2.56,,
17591,3.08,,
17592,1.77,,
17593,2.8,,
17594,0.76,,
17595,2.09,,
17596,2.43,,
17597,0.01,,
17598,1.45,,
17599,1.89,,
17600,2.77,,
17601,3.58,,
17602,3.33,,
17603,3.13,,
17604,0.9,,
17605,0.91,,
17606,1.71,,
17607,2.03,,
17608,3.89,,
17609,1.88,,
17610,0.37,,
17611,0.2,,
17612,3.9,,
17613,0.18,,
17614,0.75,,
17615,2.43,,
17616,3.15,,
17617,0.48,,
17618,2.02,,
17619,0.63,,
17620,3.41,,
17621,1.52,,
17622,0.39,,
17623,1.97,,
17624,0.62,,
17625,0.4,,
17626,2.58,,
17627,3.81,,
17628,3.92,,
17629,0.89,,
17630,3.85,,
17631,2.71,,
17632,2.53,,
17633,0.73,,
17634,0.36,,
17635,3.44,,
17636,2.66,,
17637,3.37,,
17638,1.74,,
17639,2.83,,
17640,1.05,,
17641,3.44,,
17642,3.12,,
17643,1.91,,
17644,1.3,,
17645,3.02,,
17646,0.52,,
17647,0.84,,
17648,3.88,,
17649,0.87,,
17650,2.76,,
17651,0.61,,
17652,3.81,,
17653,3.68,,
17654,2.03,,
17655,2.54,,
17656,3.02,,
17657,1.17,,
17658,3.99,,
17659,1.38,,
17660,3.96,,
17661,3.43,,
17662,2.26,,
17663,2.87,,
17664,2.66,,
17665,2.74,,
17666,3.44,,
17667,0.71,,
17668,3.83,,
17669,1.62,,
17670,1.51,,
17671,3.28,,
17672,2.47,,
17673,3.97,,
17674,0.84,,
17675,2.62,,
17676,3.6,,
17677,0.97,,
17678,3.59,,
17679,3.16,,
17680,1.92,,
17681,3.19,,
17682,0.27,,
17683,2.59,,
17684,2.13,,
17685,1.09,,
17686,2.73,,
17687,1.97,,
17688,0.42,,
17689,0.95,,
17690,1.94,,
17691,1.26,,
17692,3.43,,
17693,3.8,,
17694,3.09,,
17695,2.61,,
17696,1.3,,
17697,0.05,,
17698,2.64,,
17699,0.88,,
17700,1.54,,
17701,1.61,,
17702,0.23,,
17703,3.14,,
17704,2.66,,
17705,0.92,,
17706,3.31,,
17707,1.89,,
17708,1.46,,
17709,0.25,,
17710,2.92,,
17711,3.16,,
17712,0.18,,
17713,1.27,,
17714,2.27,,
17715,3.2,,
17716,3.75,,
17717,2.64,,
17718,1.47,,
17719,1.71,,
17720,2.88,,
17721,0.29,,
17722,2.26,,
17723,3.67,,
17724,1.37,,
17725,1.71,,
17726,0.07,,
17727,3.73,,
17728,0.37,,
17729,2.88,,
17730,2.37,,
17731,0.85,,
17732,1.28,,
17733,2.19,,
17734,1.43,,
17735,0.74,,
17736,1.91,,
17737,0.0,,
17738,0.55,,
17739,1.01,,
17740,1.74,,
17741,0.63,,
17742,0.06,,
17743,2.49,,
17744,2.61,,
17745,0.38,,
17746,2.92,,
17747,0.36,,
17748,1.23,,
17749,3.76,,
17750,2.29,,
17751,3.01,,
17752,1.72,,
17753,3.79,,
17754,1.61,,
17755,2.13,,
17756,2.59,,
17757,1.62,,
17758,2.27,,
17759,2.09,,
17760,0.86,,
17761,0.66,,
17762,1.96,,
17763,1.94,,
17764,0.32,,
17765,2.41,,
17766,3.08,,
17767,0.53,,
17768,2.61,,
17769,2.7,,
17770,0.11,,
17771,3.84,,
17772,2.78,,
17773,3.86,,
17774,2.14,,
17775,1.9,,
17776,2.18,,
17777,1.41,,
17778,3.36,,
17779,3.74,,
17780,3.76,,
17781,2.74,,
17782,3.6,,
17783,2.79,,
17784,1.24,,
17785,0.46,,
17786,0.37,,
17787,3.08,,
17788,1.32,,
17789,0.75,,
17790,3.82,,
17791,2.69,,
17792,3.14,,
17793,2.55,,
17794,0.73,,
17795,0.5,,
17796,0.18,,
17797,0.48,,
17798,0.28,,
17799,3.37,,
17800,3.1,,
17801,1.95,,
17802,1.51,,
17803,3.97,,
17804,2.25,,
17805,1.82,,
17806,3.69,,
17807,1.92,,
17808,2.84,,
17809,0.0,,
17810,1.68,,
17811,2.25,,
17812,1.58,,
17813,1.24,,
17814,2.66,,
17815,1.74,,
17816,1.6,,
17817,2.29,,
17818,2.37,,
17819,3.69,,
17820,3.54,,
17821,0.36,,
17822,3.26,,
17823,1.54,,
17824,1.39,,
17825,2.76,,
17826,0.14,,
17827,3.43,,
17828,0.13,,
17829,1.63,,
17830,1.41,,
17831,2.8,,
17832,1.88,,
17833,0.15,,
17834,2.96,,
17835,3.9,,
17836,2.26,,
17837,2.47,,
17838,3.85,,
17839,1.77,,
17840,0.44,,
17841,2.54,,
17842,2.6,,
17843,0.55,,
17844,2.78,,
17845,0.89,,
17846,0.82,,
17847,2.78,,
17848,2.37,,
17849,2.88,,
17850,0.72,,
17851,1.4,,
17852,0.65,,
17853,0.64,,
17854,1.65,,
17855,0.83,,
17856,1.2,,
17857,3.95,,
17858,3.41,,
17859,2.46,,
17860,3.66,,
17861,2.48,,
17862,2.24,,
17863,2.28,,
17864,1.34,,
17865,1.57,,
17866,3.69,,
17867,1.66,,
17868,1.74,,
17869,1.19,,
17870,1.32,,
17871,1.05,,
17872,3.6,,
17873,3.69,,
17874,2.98,,
17875,1.23,,
17876,1.03,,
17877,0.29,,
17878,3.59,,
17879,2.45,,
17880,1.58,,
17881,3.71,,
17882,2.36,,
17883,3.01,,
17884,0.97,,
17885,2.82,,
17886,3.43,,
17887,1.1,,
17888,1.8,,
17889,0.91,,
17890,3.52,,
17891,3.51,,
17892,1.06,,
17893,2.1,,
17894,2.7,,
17895,2.63,,
17896,2.25,,
17897,0.58,,
17898,0.19,,
17899,1.31,,
17900,1.68,,
17901,2.42,,
17902,1.91,,
17903,3.74,,
17904,3.95,,
17905,2.68,,
17906,2.13,,
17907,3.08,,
17908,2.09,,
17909,3.43,,
17910,1.08,,
17911,1.0,,
17912,0.41,,
17913,0.03,,
17914,3.58,,
17915,2.28,,
17916,0.52,,
17917,2.77,,
17918,0.46,,
17919,1.91,,
17920,0.17,,
17921,1.31,,
17922,3.6,,
17923,2.07,,
17924,0.77,,
17925,2.52,,
17926,3.14,,
17927,1.48,,
17928,1.89,,
17929,2.34,,
17930,3.44,,
17931,0.5,,
17932,0.98,,
17933,0.17,,
17934,1.11,,
17935,1.73,,
17936,1.22,,
17937,3.72,,
17938,0.59,,
17939,2.44,,
17940,2.27,,
17941,3.29,,
17942,0.57,,
17943,2.95,,
17944,1.42,,
17945,0.55,,
17946,0.46,,
17947,2.94,,
17948,1.85,,
17949,3.43,,
17950,3.46,,
17951,2.12,,
17952,2.38,,
17953,0.76,,
17954,2.33,,
17955,2.51,,
17956,3.36,,
17957,3.86,,
17958,2.22,,
17959,1.72,,
17960,3.22,,
17961,3.69,,
17962,2.44,,
17963,3.78,,
17964,1.04,,
17965,1.44,,
17966,1.19,,
17967,1.04,,
17968,1.31,,
17969,1.55,,
17970,0.34,,
17971,0.89,,
17972,2.17,,
17973,1.48,,
17974,3.54,,
17975,1.19,,
17976,0.73,,
17977,3.32,,
17978,0.63,,
17979,2.68,,
17980,0.54,,
17981,3.43,,
17982,0.78,,
17983,1.83,,
17984,0.73,,
17985,1.63,,
17986,2.62,,
17987,0.07,,
17988,0.93,,
17989,1.8,,
17990,2.32,,
17991,2.02,,
17992,2.77,,
17993,3.2,,
17994,1.58,,
17995,3.29,,
17996,3.32,,
17997,0.13,,
17998,3.17,,
17999,3.95,,
18000,2.6,,
18001,2.84,,
18002,3.59,,
18003,2.28,,
18004,1.12,,
18005,3.01,,
18006,3.84,,
18007,0.61,,
18008,3.22,,
18009,0.36,,
18010,2.65,,
18011,1.95,,
18012,3.56,,
18013,0.26,,
18014,1.05,,
18015,3.97,,
18016,1.21,,
18017,3.37,,
18018,0.23,,
18019,0.91,,
18020,3.18,,
18021,3.34,,
18022,3.79,,
18023,0.65,,
18024,3.26,,
18025,2.44,,
18026,1.12,,
18027,1.56,,
18028,0.72,,
18029,3.01,,
18030,2.92,,
18031,3.02,,
18032,3.04,,
18033,0.8,,
18034,0.53,,
18035,3.98,,
18036,2.49,,
18037,0.94,,
18038,0.55,,
18039,0.54,,
18040,1.61,,
18041,3.97,,
18042,0.86,,
18043,3.51,,
18044,0.92,,
18045,0.88,,
18046,1.01,,
18047,1.87,,
18048,0.27,,
18049,2.77,,
18050,2.68,,
18051,1.71,,
18052,1.83,,
18053,3.73,,
18054,0.04,,
18055,3.42,,
18056,0.57,,
18057,1.91,,
18058,2.44,,
18059,3.0,,
18060,1.26,,
18061,3.59,,
18062,0.23,,
18063,1.11,,
18064,1.48,,
18065,0.22,,
18066,3.77,,
18067,0.69,,
18068,0.92,,
18069,2.33,,
18070,3.08,,
18071,3.26,,
18072,0.68,,
18073,0.12,,
18074,1.08,,
18075,3.67,,
18076,3.17,,
18077,0.19,,
18078,2.16,,
18079,1.83,,
18080,3.79,,
18081,3.2,,
18082,3.24,,
18083,3.19,,
18084,3.67,,
18085,0.07,,
18086,1.82,,
18087,0.65,,
18088,0.65,,
18089,3.19,,
18090,1.17,,
18091,3.52,,
18092,0.23,,
18093,3.26,,
18094,2.89,,
18095,3.67,,
18096,1.04,,
18097,3.53,,
18098,1.85,,
18099,3.1,,
18100,0.41,,
18101,3.67,,
18102,2.57,,
18103,2.76,,
18104,1.28,,
18105,1.04,,
18106,0.42,,
18107,3.15,,
18108,2.4,,
18109,3.45,,
18110,3.7,,
18111,0.2,,
18112,1.44,,
18113,2.17,,
18114,2.15,,
18115,3.68,,
18116,0.62,,
18117,2.71,,
18118,2.52,,
18119,1.36,,
18120,3.49,,
18121,0.26,,
18122,0.62,,
18123,2.4,,
18124,3.21,,
18125,2.34,,
18126,2.75,,
18127,1.54,,
18128,3.03,,
18129,1.13,,
18130,1.02,,
18131,2.03,,
18132,2.96,,
18133,3.79,,
18134,1.94,,
18135,2.51,,
18136,1.81,,
18137,3.08,,
18138,0.31,,
18139,0.75,,
18140,0.52,,
18141,0.34,,
18142,0.19,,
18143,2.12,,
18144,3.86,,
18145,0.17,,
18146,2.79,,
18147,3.93,,
18148,2.21,,
18149,3.23,,
18150,2.97,,
18151,0.2,,
18152,3.67,,
18153,3.9,,
18154,0.3,,
18155,3.42,,
18156,3.45,,
18157,1.94,,
18158,2.77,,
18159,3.19,,
18160,3.73,,
18161,2.39,,
18162,1.41,,
18163,2.35,,
18164,2.48,,
18165,1.01,,
18166,1.42,,
18167,2.39,,
18168,2.94,,
18169,3.59,,
18170,0.44,,
18171,0.41,,
18172,0.7,,
18173,3.62,,
18174,3.78,,
18175,2.99,,
18176,1.0,,
18177,2.23,,
18178,0.73,,
18179,0.09,,
18180,3.43,,
18181,0.6,,
18182,0.45,,
18183,0.7,,
18184,2.72,,
18185,2.74,,
18186,1.04,,
18187,3.52,,
18188,1.53,,
18189,3.83,,
18190,3.64,,
18191,2.96,,
18192,0.01,,
18193,2.16,,
18194,0.78,,
18195,3.9,,
18196,1.18,,
18197,1.77,,
18198,3.62,,
18199,0.07,,
18200,2.01,,
18201,2.07,,
18202,2.03,,
18203,2.32,,
18204,1.32,,
18205,1.08,,
18206,0.08,,
18207,0.66,,
18208,3.44,,
18209,2.46,,
18210,1.51,,
18211,2.03,,
18212,1.4,,
18213,2.45,,
18214,3.5,,
18215,0.76,,
18216,2.73,,
18217,1.99,,
18218,2.5,,
18219,3.62,,
18220,1.59,,
18221,2.54,,
18222,0.84,,
18223,3.79,,
18224,2.39,,
18225,1.27,,
18226,0.93,,
18227,0.74,,
18228,3.69,,
18229,1.9,,
18230,3.18,,
18231,0.64,,
18232,1.43,,
18233,0.61,,
18234,1.67,,
18235,3.54,,
18236,1.4,,
18237,0.33,,
18238,3.24,,
18239,0.54,,
18240,2.62,,
18241,2.29,,
18242,3.71,,
18243,0.6,,
18244,1.14,,
18245,0.29,,
18246,3.7,,
18247,3.82,,
18248,3.07,,
18249,0.87,,
18250,0.61,,
18251,1.27,,
18252,3.03,,
18253,2.8,,
18254,1.61,,
18255,1.74,,
18256,1.85,,
18257,2.88,,
18258,0.62,,
18259,1.63,,
18260,3.31,,
18261,2.89,,
18262,2.66,,
18263,3.82,,
18264,0.17,,
18265,1.51,,
18266,1.34,,
18267,1.04,,
18268,2.06,,
18269,2.59,,
18270,2.2,,
18271,0.39,,
18272,0.82,,
18273,0.43,,
18274,2.62,,
18275,3.04,,
18276,0.16,,
18277,1.09,,
18278,2.14,,
18279,3.4,,
18280,2.82,,
18281,0.63,,
18282,3.28,,
18283,0.33,,
18284,3.4,,
18285,0.38,,
18286,3.32,,
18287,3.13,,
18288,1.49,,
18289,1.18,,
18290,2.65,,
18291,3.53,,
18292,2.84,,
18293,2.15,,
18294,3.48,,
18295,2.17,,
18296,2.14,,
18297,3.97,,
18298,1.19,,
18299,0.03,,
18300,3.05,,
18301,0.44,,
18302,1.31,,
18303,2.23,,
18304,0.23,,
18305,1.24,,
18306,1.22,,
18307,0.53,,
18308,3.35,,
18309,0.0,,
18310,3.18,,
18311,0.71,,
18312,3.71,,
18313,3.66,,
18314,1.99,,
18315,2.55,,
18316,1.92,,
18317,3.33,,
18318,2.08,,
18319,3.1,,
18320,3.84,,
18321,2.55,,
18322,1.13,,
18323,3.48,,
18324,3.0,,
18325,3.1,,
18326,0.48,,
18327,1.74,,
18328,0.52,,
18329,1.18,,
18330,0.72,,
18331,2.44,,
18332,2.86,,
18333,1.74,,
18334,0.58,,
18335,0.3,,
18336,0.73,,
18337,1.22,,
18338,0.26,,
18339,1.14,,
18340,2.45,,
18341,2.13,,
18342,3.18,,
18343,0.45,,
18344,2.93,,
18345,3.75,,
18346,3.67,,
18347,2.27,,
18348,3.45,,
18349,3.46,,
18350,0.36,,
18351,3.45,,
18352,1.79,,
18353,3.3,,
18354,1.63,,
18355,2.44,,
18356,3.91,,
18357,1.11,,
18358,2.76,,
18359,0.39,,
18360,0.64,,
18361,2.79,,
18362,0.44,,
18363,2.2,,
18364,0.23,,
18365,3.5,,
18366,1.69,,
18367,0.08,,
18368,2.75,,
18369,0.67,,
18370,0.01,,
18371,0.02,,
18372,3.74,,
18373,2.99,,
18374,2.16,,
18375,0.77,,
18376,1.58,,
18377,3.49,,
18378,0.02,,
18379,2.53,,
18380,1.31,,
18381,0.72,,
18382,0.98,,
18383,2.12,,
18384,0.94,,
18385,2.84,,
18386,3.74,,
18387,2.21,,
18388,0.65,,
18389,1.67,,
18390,3.24,,
18391,0.68,,
18392,3.11,,
18393,3.07,,
18394,0.25,,
18395,1.8,,
18396,2.14,,
18397,1.73,,
18398,3.29,,
18399,3.03,,
18400,3.73,,
18401,3.43,,
18402,0.71,,
18403,2.22,,
18404,3.56,,
18405,3.53,,
18406,2.01,,
18407,3.57,,
18408,2.69,,
18409,3.53,,
18410,0.82,,
18411,3.26,,
18412,1.63,,
18413,2.99,,
18414,2.02,,
18415,2.54,,
18416,3.53,,
18417,3.85,,
18418,3.65,,
18419,3.0,,
18420,3.07,,
18421,0.71,,
18422,1.82,,
18423,0.99,,
18424,2.21,,
18425,3.86,,
18426,0.43,,
18427,3.89,,
18428,0.76,,
18429,2.66,,
18430,3.16,,
18431,0.8,,
18432,0.9,,
18433,2.44,,
18434,0.4,,
18435,2.16,,
18436,2.03,,
18437,3.88,,
18438,1.4,,
18439,0.75,,
18440,2.95,,
18441,2.91,,
18442,0.25,,
18443,1.91,,
18444,2.83,,
18445,3.06,,
18446,3.76,,
18447,0.08,,
18448,3.81,,
18449,1.93,,
18450,1.54,,
18451,2.6,,
18452,1.69,,
18453,2.52,,
18454,1.48,,
18455,2.33,,
18456,0.03,,
18457,3.6,,
18458,2.15,,
18459,0.4,,
18460,2.62,,
18461,1.07,,
18462,3.08,,
18463,2.48,,
18464,1.87,,
18465,1.78,,
18466,1.64,,
18467,1.84,,
18468,2.01,,
18469,0.44,,
18470,3.88,,
18471,1.68,,
18472,3.41,,
18473,2.57,,
18474,2.16,,
18475,1.2,,
18476,2.64,,
18477,0.71,,
18478,2.7,,
18479,3.96,,
18480,3.29,,
18481,0.6,,
18482,1.56,,
18483,1.47,,
18484,3.81,,
18485,1.6,,
18486,1.54,,
18487,0.68,,
18488,3.48,,
18489,2.3,,
18490,0.38,,
18491,1.29,,
18492,0.82,,
18493,2.47,,
18494,2.37,,
18495,3.56,,
18496,0.65,,
18497,1.3,,
18498,2.41,,
18499,2.68,,
18500,2.51,,
18501,0.04,,
18502,1.78,,
18503,1.19,,
18504,0.55,,
18505,3.45,,
18506,0.09,,
18507,1.07,,
18508,1.9,,
18509,3.06,,
18510,1.65,,
18511,2.36,,
18512,3.99,,
18513,0.25,,
18514,1.75,,
18515,2.47,,
18516,1.94,,
18517,2.25,,
18518,2.21,,
18519,2.38,,
18520,1.23,,
18521,2.72,,
18522,1.02,,
18523,1.41,,
18524,2.47,,
18525,2.28,,
18526,1.62,,
18527,0.3,,
18528,2.04,,
18529,3.21,,
18530,3.21,,
18531,3.39,,
18532,0.45,,
18533,1.85,,
18534,1.16,,
18535,1.83,,
18536,3.77,,
18537,1.37,,
18538,1.59,,
18539,2.33,,
18540,3.23,,
18541,0.43,,
18542,1.52,,
18543,3.11,,
18544,2.13,,
18545,1.06,,
18546,1.26,,
18547,3.17,,
18548,0.67,,
18549,2.56,,
18550,3.22,,
18551,3.5,,
18552,1.31,,
18553,0.68,,
18554,3.34,,
18555,3.95,,
18556,0.66,,
18557,0.56,,
18558,1.83,,
18559,1.59,,
18560,1.16,,
18561,2.41,,
18562,0.24,,
18563,3.36,,
18564,0.72,,
18565,2.14,,
18566,1.01,,
18567,2.08,,
18568,3.08,,
18569,0.0,,
18570,3.51,,
18571,2.29,,
18572,0.76,,
18573,2.66,,
18574,0.16,,
18575,1.93,,
18576,2.67,,
18577,2.16,,
18578,0.95,,
18579,2.38,,
18580,1.89,,
18581,3.33,,
18582,2.97,,
18583,0.42,,
18584,1.39,,
18585,3.94,,
18586,0.95,,
18587,0.6,,
18588,3.84,,
18589,3.15,,
18590,3.66,,
18591,0.19,,
18592,0.85,,
18593,2.72,,
18594,2.88,,
18595,3.04,,
18596,1.61,,
18597,2.37,,
18598,3.48,,
18599,2.39,,
18600,2.58,,
18601,0.07,,
18602,3.87,,
18603,1.43,,
18604,1.17,,
18605,2.23,,
18606,3.07,,
18607,0.77,,
18608,1.75,,
18609,2.17,,
18610,3.38,,
18611,3.96,,
18612,1.73,,
18613,2.28,,
18614,2.01,,
18615,1.92,,
18616,2.88,,
18617,0.08,,
18618,0.47,,
18619,1.89,,
18620,1.66,,
18621,2.57,,
18622,0.14,,
18623,0.45,,
18624,3.0,,
18625,1.71,,
18626,3.55,,
18627,0.49,,
18628,0.92,,
18629,3.68,,
18630,1.21,,
18631,3.88,,
18632,0.53,,
18633,2.38,,
18634,0.17,,
18635,1.94,,
18636,2.66,,
18637,3.82,,
18638,2.23,,
18639,3.72,,
18640,3.27,,
18641,1.5,,
18642,1.2,,
18643,0.15,,
18644,0.57,,
18645,3.11,,
18646,0.47,,
18647,3.64,,
18648,2.45,,
18649,1.74,,
18650,1.91,,
18651,1.26,,
18652,1.7,,
18653,0.71,,
18654,3.76,,
18655,0.72,,
18656,2.44,,
18657,1.33,,
18658,0.86,,
18659,2.54,,
18660,2.64,,
18661,1.76,,
18662,0.12,,
18663,2.0,,
18664,1.92,,
18665,1.56,,
18666,2.16,,
18667,2.74,,
18668,1.3,,
18669,2.39,,
18670,2.4,,
18671,1.31,,
18672,0.39,,
18673,3.3,,
18674,0.93,,
18675,0.9,,
18676,0.02,,
18677,3.32,,
18678,3.88,,
18679,1.15,,
18680,2.91,,
18681,0.87,,
18682,0.66,,
18683,3.32,,
18684,3.6,,
18685,0.23,,
18686,2.96,,
18687,1.58,,
18688,2.63,,
18689,3.79,,
